topic,batch,topicsperbatch,keywords,vol,group,totaltopic,totalvol,extract
289,29,10,farmer|world|action|malcolm|denier|one|nation|posit|spectac|congrat,569,289,1,569,0
290,29,10,need|make|call|real|man|effect|iss|chines|creat|happen,608,277,2,958,0
291,30,10,need|make|one|stop|sec|#coag|#actonclim|ind|move|concern,454,291,2,1083,0
292,30,10,call|peopl|time|talk|#coal|thing|dicaprio|interest|#lnp|clean,563,6,3,1398,31
293,30,10,#qanda|energi|storm|project|conserv|blame|welfar|wake|renew|fire,340,293,1,340,0
294,30,10,scientist|fight|news|great|#wapol|#scienc|denial|#debat|live|fossil,634,294,1,634,0
295,30,10,health|impact|risk|polici|mitig|real|threat|dark|medic|staff,449,203,2,994,0
296,30,10,weather|believ|extrem|cost|scienc|farmer|event|renew|deni|drive,544,284,3,1458,28
297,30,10,new|nation|govern|now|#renew|plan|rise|emiss|carbon|disc,567,228,4,3050,6
298,30,10,power|act|action|effect|coal|denier|fail|#parisagr|govt|serio,595,21,2,1084,0
299,30,10,pari|world|agreement|ratifi|india|join|deal|electr|system|largest,501,80,4,1914,12
300,30,10,thank|year|planet|expe|latest|hottest|face|chang|ecochang|#eco,352,225,3,1674,24
301,31,10,scienc|scientist|chief|explain|coral|bleach|declar|noh|ten|accident,228,301,1,228,0
302,31,10,new|world|first|big|warn|aicl|risk|act|approach|address,566,32,3,1444,29
303,31,10,scientist|chief|sciencesplain|video|enjoy|poltician|politician|str|clown|empir,305,303,1,305,0
304,31,10,debat|great|thank|fail|singl|good|latest|reef|barrier|believ,663,247,3,1558,25
305,31,10,#lnp|govt|newspap|sink|headlin|shame|#coal|interest|flood|fact,280,305,1,280,0
306,31,10,peopl|extrem|drive|povei|food|threat|energi|sec|share|right,627,217,5,2892,2
307,31,10,explain|robe|malcolm|finkel|alan|scienc|#solar|#nsw|calmli|find,296,307,1,296,0
308,31,10,time|impact|face|back|#greatbarrierreef|talk|coal|tackl|health|real,932,11,2,1537,0
309,31,10,govern|need|carbon|action|year|stop|approv|#adani|realiti|bomb,615,255,4,2256,9
310,31,10,one|nation|#qldpol|#wapol|#scienc|leav|free|proof|#thedr|adapt,486,310,4,1940,11
311,32,10,new|world|emiss|real|one|hit|era|repo|realiti|fall,548,311,1,548,0
312,32,10,warn|coal|scientist|energi|news|renew|repo|now|address|top,561,312,1,561,0
313,32,10,reef|great|alan|jone|barrier|hoax|threat|expe|criticis|site,329,313,1,329,0
314,32,10,extrem|fire|chang|day|thank|latest|experienc|hotter|scienc|fight,496,314,3,1884,20
315,32,10,peopl|tackl|stop|time|year|sta|#coal|farmer|sol|challeng,812,243,2,1331,0
316,32,10,big|risk|act|research|#environ|talk|leader|left|read|moment,414,32,3,1444,29
317,32,10,watch|doc|need|financi|leonardo|dicaprio|next|fisher|flood|free,463,317,3,1404,30
318,32,10,director|ignor|face|compani|penalti|plan|china|critic|#actonclim|exit,243,318,2,752,0
319,32,10,impact|#wapol|#qldpol|sea|save|pari|million|happen|creat|state,618,319,1,618,0
320,32,10,#beforetheflood|nation|action|make|effect|right|fail|#stateoftheclim|share|winter,515,214,2,1129,0
321,33,10,pari|#electionnight|agreement|make|now|homophob|proclaim|forc|deal|biggest,540,321,2,955,0
322,33,10,time|nation|govern|record|year|break|contin|one|fight|temperat,586,74,3,2104,16
323,33,10,action|impact|real|state|plan|stop|total|happen|#insid|health,568,78,4,1901,14
324,33,10,believ|great|thank|intergener|stori|scientist|energi|reef|barrier|#qldpol,471,247,3,1558,25
325,33,10,left|moment|polit|#scienc|race|govt|risk|#actonclim|pathet|pariah,284,325,1,284,0
326,33,10,world|right|finger|middl|ignor|rais|compani|director|marriag|risk,509,318,2,752,0
327,33,10,robe|malcolm|csiro|vote|bom|peopl|evid|empir|remind|scientif,466,230,3,1064,35
328,33,10,wors|end|sta|talk|peopl|deni|first|press|confer|cost,345,328,1,345,0
329,33,10,#qanda|ipa|call|denial|data|claim|tear|night|#ipa|bear,581,329,1,581,0
330,33,10,new|need|watch|planet|senat|man|scienc|denier|#beforetheflood|doc,648,317,3,1404,30
331,34,10,denier|bolt|sheridan|deni|polit|victori|fascin|contradict|excit|need,353,331,1,353,0
332,34,10,pari|ratifi|agreement|govern|#parisagr|amend|#climateact|doha|commit|reaffirm,465,80,4,1914,12
333,34,10,world|china|fight|right|scienc|talk|save|ignor|lead|link,606,333,2,1169,0
334,34,10,donald|new|end|storm|vote|infl|scam|repo|intens|damag,484,334,2,881,0
335,34,10,presid|one|deal|malcolm|man|robe|rot|interest|planet|lost,466,12,2,952,0
336,34,10,#electionnight|homophob|proclaim|polici|bye|energi|join|health|disast|view,415,321,2,955,0
337,34,10,senat|today|nation|chines|barri|watch|show|flood|speci|oppo,266,240,2,675,0
338,34,10,action|believ|peopl|thank|latest|left|sign|real|year|carbon,587,7,3,1727,23
339,34,10,elect|#tr|#scienc|iss|make|work|#qanda|#insid|#csiro|#pot,539,145,3,2110,15
340,34,10,now|impact|scientist|serio|time|good|warn|stop|hope|fast,818,229,2,1388,0
341,35,10,believ|world|govern|die|kid|children|million|tackl|leader|hope,587,108,2,1331,0
342,35,10,time|side|peopl|thank|lenor|latest|taylor|#coal|#qldpol|point,443,184,3,1899,19
343,35,10,action|rank|worst|develop|law|intern|loss|landclear|possingham|nsw,327,343,1,327,0
344,35,10,donald|abbott|nation|top|toni|panic|moral|chines|victori|real,471,344,1,471,0
345,35,10,risk|health|malcolm|address|#tr|make|one|stop|energi|michael,629,291,2,1083,0
346,35,10,need|china|polici|hoax|emiss|year|strong|invent|singl|record,507,255,4,2256,9
347,35,10,scienc|denier|voic|fit|#catalyst|#abc|program|save|planet|person,293,317,3,1404,30
348,35,10,new|chomski|noam|exacerb|catastroph|storm|end|chang|loom|repo,397,334,2,881,0
349,35,10,scientist|threat|sta|listen|perform|warmer|insan|index|entir|winter,340,349,1,340,0
350,35,10,talk|impact|now|fight|news|coal|great|challeng|good|pari,1003,265,2,1483,0
351,36,10,reef|hanson|deni|day|effect|coral|abc|visit|sign|follow,423,351,1,423,0
352,36,10,scienc|fight|real|donald|expe|world|thank|make|latest|politician,720,314,3,1884,20
353,36,10,talk|action|research|chang|#wapol|#qldpol|#scienc|#coal|abbott|disast,850,310,4,1940,11
354,36,10,nation|one|threat|#greatbarrierreef|senat|john|acc|militari|leader|coalit,317,171,2,566,0
355,36,10,debat|senat|theori|disp|set|one|fire|infl|dramat|fighter,296,355,1,296,0
356,36,10,eah|need|challeng|grow|safe|call|china|lead|tackl|hoax,380,356,1,380,0
357,36,10,arctic|ice|melt|trigger|level|sea|#arctic|rise|impact|warn,357,244,3,1398,32
358,36,10,scientist|year|next|thing|#qanda|iss|temperat|act|alarm|limit,566,358,1,566,0
359,36,10,time|new|#tr|now|land|impact|energi|back|right|clear,747,125,4,3361,4
360,36,10,robe|malcolm|stop|kill|foil|tin|skeptic|hat|address|green,341,236,2,600,0
361,37,10,#adani|#qldpol|denial|impact|simpl|#coal|#greatbarrierreef|show|billion|photograph,432,361,1,432,0
362,37,10,demand|govern|coalit|livelihood|blame|farmer|gov|peak|#farmer|listen,187,177,2,323,0
363,37,10,farmer|believ|repres|politician|reveal|attit|shift|polit|politican|concern,310,363,1,310,0
364,37,10,real|scienc|affect|state|wine|lead|drink|#wapol|citi|denier,466,364,1,466,0
365,37,10,peopl|review|plan|eah|talk|care|govern|green|poor|challeng,427,217,5,2892,2
366,37,10,carbon|ref|make|militari|stir|cost|disc|price|modernis|soil,489,366,1,489,0
367,37,10,coal|ignor|world|reef|great|record|coral|bleach|mine|respons,515,57,8,3501,1
368,37,10,new|action|money|point|fast|face|gbr|beyond|ret|worst,459,368,1,459,0
369,37,10,now|govt|heat|scientist|latest|biggest|ice|chang|year|thank,710,225,3,1674,24
370,37,10,need|time|one|threat|nation|effect|fight|stop|repo|tax,1002,74,3,2104,16
371,38,10,need|meet|pari|repo|emiss|finkel|leader|disc|scheme|state,387,371,1,387,0
372,38,10,govt|lead|action|total|great|chao|effect|demolish|epa|reef,429,206,2,1086,0
373,38,10,govern|#qldpol|coal|now|#scienc|new|cost|#adani|denier|#keepitinthegro,819,228,4,3050,6
374,38,10,hey|impact|tip|latest|thank|drive|law|water|protect|oppos,410,374,1,410,0
375,38,10,carbon|talk|energi|price|scientist|act|right|world|poll|call,1071,375,1,1071,0
376,38,10,polici|malcolm|review|credibl|show|credit|economi|emiss|nbn|debt,548,376,1,548,0
377,38,10,stop|real|eah|mislead|video|american|note|weather|backdown|threaten,377,377,1,377,0
378,38,10,believ|time|thing|john|threat|massiv|belief|strang|claim|leav,436,378,1,436,0
379,38,10,make|ref|pariah|deficit|brink|glen|band|#greenarmi|#agchatoz|weapon,202,379,1,202,0
380,38,10,pai|lack|liber|wife|action|powerbrok|minor|vocal|kristina|photio,318,380,2,787,0
381,39,10,action|pai|liber|lack|denier|wife|powerbrok|latest|minor|vocal,469,380,2,787,0
382,39,10,polici|need|govern|polit|talk|great|call|right|govt|day,634,39,2,1146,0
383,39,10,year|now|read|denial|exxon|hottest|knew|record|tillerson|occ,380,118,2,992,0
384,39,10,energi|fight|bill|stop|gate|billion|investor|depa|worri|woh,491,384,1,491,0
385,39,10,scientist|believ|grail|holi|million|prepar|red|politician|ignor|risk,542,385,1,542,0
386,39,10,new|post|deni|expos|daili|econom|cheer|expect|fact|rift,426,386,1,426,0
387,39,10,one|good|nation|logic|charg|lackey|lnp|#coal|save|love,482,59,3,1541,26
388,39,10,real|peopl|head|make|scienc|donald|arctic|state|reindeer|news,668,314,3,1884,20
389,39,10,trap|idiot|netherworld|greg|jericho|coalit|top|phone|#agenda|meme,256,389,1,256,0
390,39,10,world|#scienc|time|eah|ice|malcolm|next|methan|glacier|food,651,5,2,1236,0
391,40,10,india|show|scienc|polici|energi|fight|china|chang|lead|renew,563,333,2,1169,0
392,40,10,#scienc|#wapol|#qldpol|#tr|talk|worri|#environ|half|conserv|emerg,432,310,4,1940,11
393,40,10,emiss|make|rise|christma|impact|work|good|effect|red|cost,710,54,3,2085,17
394,40,10,new|world|denial|one|join|nation|order|senat|graham|readfearn,438,181,5,2251,3
395,40,10,year|time|now|#coal|interest|marriag|hard|lead|rep|hoax,505,395,1,505,0
396,40,10,scientist|action|denier|govt|govern|obama|combat|nat|care|fire,555,209,2,981,0
397,40,10,latest|thank|big|role|play|hottest|real|deal|close|dri,346,154,2,682,0
398,40,10,need|believ|stop|#renew|#adani|power|risk|thing|repo|tackl,585,69,2,1056,0
399,40,10,pai|weather|arctic|deni|extrem|event|destr|incl|liber|safeti,374,284,3,1458,28
400,40,10,peopl|ice|coal|sea|fail|eah|long|melt|ignor|view,484,244,3,1398,32
401,41,10,year|#renew|#solar|real|#coal|#adani|hot|thing|#liber|sta,177,401,1,177,0
402,41,10,heat|coal|realiti|wave|activ|nsw|hit|irrespons|sheer|action,95,402,1,95,0
403,41,10,condemn|time|weather|now|extrem|link|thank|green|media|latest,150,45,3,959,36
404,41,10,#qldpol|#wapol|new|stori|evid|#scienc|accept|made|video|hoax,172,310,4,1940,11
405,41,10,news|action|talk|#arctic|polit|#fixa|#woodfordff|find|problem|#renewableenergi,108,405,1,108,0
406,41,10,one|fight|need|energi|increas|act|conserv|lead|make|solar,183,24,2,623,0
407,41,10,scientist|work|believ|good|great|sooner|plan|solv|call|agre,199,407,1,199,0
408,41,10,world|power|fact|pick|wrong|show|blame|denial|effect|mention,178,408,1,178,0
409,41,10,bird|scienc|impact|sea|migrat|drive|rise|fossil|research|temperat,173,61,2,711,0
410,41,10,warn|jellyfish|head|swimmer|right|move|deadli|lnp|expe|next,70,410,1,70,0
