topic,batch,topicsperbatch,endbreak,keywords,vol
332,34,10,818,pari|ratifi|agreement|govern|#parisagr|amend|#climateact|doha|commit|reaffirm,465
333,34,10,1424,world|china|fight|right|scienc|talk|save|ignor|lead|link,606
334,34,10,1908,donald|new|end|storm|vote|infl|scam|repo|intens|damag,484
335,34,10,2374,presid|one|deal|malcolm|man|robe|rot|interest|planet|lost,466
336,34,10,2789,#electionnight|homophob|proclaim|polici|bye|energi|join|health|disast|view,415
337,34,10,3055,senat|today|nation|chines|barri|watch|show|flood|speci|oppo,266
338,34,10,3642,action|believ|peopl|thank|latest|left|sign|real|year|carbon,587
339,34,10,4181,elect|#tr|#scienc|iss|make|work|#qanda|#insid|#csiro|#pot,539
340,34,10,4999,now|impact|scientist|serio|time|good|warn|stop|hope|fast,818
341,35,10,587,believ|world|govern|die|kid|children|million|tackl|leader|hope,587
342,35,10,1030,time|side|peopl|thank|lenor|latest|taylor|#coal|#qldpol|point,443
343,35,10,1357,action|rank|worst|develop|law|intern|loss|landclear|possingham|nsw,327
344,35,10,1828,donald|abbott|nation|top|toni|panic|moral|chines|victori|real,471
345,35,10,2457,risk|health|malcolm|address|#tr|make|one|stop|energi|michael,629
346,35,10,2964,need|china|polici|hoax|emiss|year|strong|invent|singl|record,507
347,35,10,3257,scienc|denier|voic|fit|#catalyst|#abc|program|save|planet|person,293
348,35,10,3654,new|chomski|noam|exacerb|catastroph|storm|end|chang|loom|repo,397
349,35,10,3994,scientist|threat|sta|listen|perform|warmer|insan|index|entir|winter,340
350,35,10,4997,talk|impact|now|fight|news|coal|great|challeng|good|pari,1003
351,36,10,423,reef|hanson|deni|day|effect|coral|abc|visit|sign|follow,423
352,36,10,1143,scienc|fight|real|donald|expe|world|thank|make|latest|politician,720
353,36,10,1993,talk|action|research|chang|#wapol|#qldpol|#scienc|#coal|abbott|disast,850
354,36,10,2310,nation|one|threat|#greatbarrierreef|senat|john|acc|militari|leader|coalit,317
355,36,10,2606,debat|senat|theori|disp|set|one|fire|infl|dramat|fighter,296
356,36,10,2986,eah|need|challeng|grow|safe|call|china|lead|tackl|hoax,380
357,36,10,3343,arctic|ice|melt|trigger|level|sea|#arctic|rise|impact|warn,357
358,36,10,3909,scientist|year|next|thing|#qanda|iss|temperat|act|alarm|limit,566
359,36,10,4656,time|new|#tr|now|land|impact|energi|back|right|clear,747
360,36,10,4997,robe|malcolm|stop|kill|foil|tin|skeptic|hat|address|green,341
361,37,10,432,#adani|#qldpol|denial|impact|simpl|#coal|#greatbarrierreef|show|billion|photograph,432
362,37,10,619,demand|govern|coalit|livelihood|blame|farmer|gov|peak|#farmer|listen,187
363,37,10,929,farmer|believ|repres|politician|reveal|attit|shift|polit|politican|concern,310
364,37,10,1395,real|scienc|affect|state|wine|lead|drink|#wapol|citi|denier,466
365,37,10,1822,peopl|review|plan|eah|talk|care|govern|green|poor|challeng,427
366,37,10,2311,carbon|ref|make|militari|stir|cost|disc|price|modernis|soil,489
367,37,10,2826,coal|ignor|world|reef|great|record|coral|bleach|mine|respons,515
368,37,10,3285,new|action|money|point|fast|face|gbr|beyond|ret|worst,459
369,37,10,3995,now|govt|heat|scientist|latest|biggest|ice|chang|year|thank,710
370,37,10,4997,need|time|one|threat|nation|effect|fight|stop|repo|tax,1002
371,38,10,387,need|meet|pari|repo|emiss|finkel|leader|disc|scheme|state,387
372,38,10,816,govt|lead|action|total|great|chao|effect|demolish|epa|reef,429
373,38,10,1635,govern|#qldpol|coal|now|#scienc|new|cost|#adani|denier|#keepitinthegro,819
374,38,10,2045,hey|impact|tip|latest|thank|drive|law|water|protect|oppos,410
375,38,10,3116,carbon|talk|energi|price|scientist|act|right|world|poll|call,1071
376,38,10,3664,polici|malcolm|review|credibl|show|credit|economi|emiss|nbn|debt,548
377,38,10,4041,stop|real|eah|mislead|video|american|note|weather|backdown|threaten,377
378,38,10,4477,believ|time|thing|john|threat|massiv|belief|strang|claim|leav,436
379,38,10,4679,make|ref|pariah|deficit|brink|glen|band|#greenarmi|#agchatoz|weapon,202
380,38,10,4997,pai|lack|liber|wife|action|powerbrok|minor|vocal|kristina|photio,318
381,39,10,469,action|pai|liber|lack|denier|wife|powerbrok|latest|minor|vocal,469
382,39,10,1103,polici|need|govern|polit|talk|great|call|right|govt|day,634
383,39,10,1483,year|now|read|denial|exxon|hottest|knew|record|tillerson|occ,380
384,39,10,1974,energi|fight|bill|stop|gate|billion|investor|depa|worri|woh,491
385,39,10,2516,scientist|believ|grail|holi|million|prepar|red|politician|ignor|risk,542
386,39,10,2942,new|post|deni|expos|daili|econom|cheer|expect|fact|rift,426
387,39,10,3424,one|good|nation|logic|charg|lackey|lnp|#coal|save|love,482
388,39,10,4092,real|peopl|head|make|scienc|donald|arctic|state|reindeer|news,668
389,39,10,4348,trap|idiot|netherworld|greg|jericho|coalit|top|phone|#agenda|meme,256
390,39,10,4999,world|#scienc|time|eah|ice|malcolm|next|methan|glacier|food,651
391,40,10,563,india|show|scienc|polici|energi|fight|china|chang|lead|renew,563
392,40,10,995,#scienc|#wapol|#qldpol|#tr|talk|worri|#environ|half|conserv|emerg,432
393,40,10,1705,emiss|make|rise|christma|impact|work|good|effect|red|cost,710
394,40,10,2143,new|world|denial|one|join|nation|order|senat|graham|readfearn,438
395,40,10,2648,year|time|now|#coal|interest|marriag|hard|lead|rep|hoax,505
396,40,10,3203,scientist|action|denier|govt|govern|obama|combat|nat|care|fire,555
397,40,10,3549,latest|thank|big|role|play|hottest|real|deal|close|dri,346
398,40,10,4134,need|believ|stop|#renew|#adani|power|risk|thing|repo|tackl,585
399,40,10,4508,pai|weather|arctic|deni|extrem|event|destr|incl|liber|safeti,374
400,40,10,4992,peopl|ice|coal|sea|fail|eah|long|melt|ignor|view,484
401,41,10,177,year|#renew|#solar|real|#coal|#adani|hot|thing|#liber|sta,177
402,41,10,272,heat|coal|realiti|wave|activ|nsw|hit|irrespons|sheer|action,95
403,41,10,422,condemn|time|weather|now|extrem|link|thank|green|media|latest,150
404,41,10,594,#qldpol|#wapol|new|stori|evid|#scienc|accept|made|video|hoax,172
405,41,10,702,news|action|talk|#arctic|polit|#fixa|#woodfordff|find|problem|#renewableenergi,108
406,41,10,885,one|fight|need|energi|increas|act|conserv|lead|make|solar,183
407,41,10,1084,scientist|work|believ|good|great|sooner|plan|solv|call|agre,199
408,41,10,1262,world|power|fact|pick|wrong|show|blame|denial|effect|mention,178
409,41,10,1435,bird|scienc|impact|sea|migrat|drive|rise|fossil|research|temperat,173
410,41,10,1505,warn|jellyfish|head|swimmer|right|move|deadli|lnp|expe|next,70
1,1,20,235,scienc|fossil|free|challeng|onlin|lead|disp|energi|iss|pretti,235
2,1,20,590,make|read|news|show|#scienc|fire|#market|#pr|man|week,355
3,1,20,768,world|serio|billion|bet|col|wasnt|sta|hoax|conspiraci|holi,178
4,1,20,1093,fight|peopl|big|oil|power|increas|dri|ignor|evid|warn,325
5,1,20,1379,time|action|next|ice|year|renew|age|real|energi|stave,286
6,1,20,1661,risk|research|right|plant|tackl|slow|melt|iceberg|biodivers|weed,282
7,1,20,1840,#thori|face|sol|politician|serio|system|stare|molten|reactor|anti,179
8,1,20,2139,need|denial|food|#actonclim|leader|nation|corpor|respons|#environ|millennia,299
9,1,20,2336,talk|exc|min|find|lie|repo|#chang|investig|tree|atlant,197
10,1,20,2546,#coal|pari|#gop|#lnp|interest|#oil|#csg|chang|deal|#ghg,210
11,1,20,2741,scientist|greenland|debat|head|accept|ocean|sea|bad|level|chief,195
12,1,20,2988,affect|stop|coal|cons|arg|deni|polit|sceptic|barnabi|exist,247
13,1,20,3241,new|call|one|made|combat|firefight|wors|disc|impo|personnel,253
14,1,20,3490,heat|back|believ|contrib|california|stori|singl|feel|#divest|pai,249
15,1,20,3789,denier|eah|impact|ind|throw|hit|fail|effect|rise|address,299
16,1,20,4042,threat|biggest|#sot|expe|disast|obama|economi|presid|tho|reach,253
17,1,20,4342,econom|now|top|activ|polici|planet|conf|prosper|water|great,300
18,1,20,4496,govern|carbon|tax|hawk|consid|nsw|approach|doctor|#new|emerg,154
19,1,20,4725,record|year|hottest|#hottestyear|good|temperat|thank|smash|final|vote,229
20,1,20,4994,weather|thing|extrem|flood|link|past|claim|blame|normal|cold,269
21,2,20,303,great|effect|show|big|talk|work|zika|blizzard|tree|increas,303
22,2,20,597,scientist|answer|chief|claim|derid|exec|senior|stop|csiro|ocean,294
23,2,20,806,fire|head|tasmanian|area|learn|water|nasa|central|icymi|realiti,209
24,2,20,1056,tackl|one|time|#solar|#renew|bob|economi|clean|#chang|sceptic,250
25,2,20,1339,year|record|denial|temperat|hottest|hot|#hottestyear|manmad|video|imposs,283
26,2,20,1562,scienc|combat|kid|clearer|owe|senat|beat|accept|feed|matter,223
27,2,20,1888,need|now|real|peopl|believ|risk|lnp|polici|#actonclim|heat,326
28,2,20,2080,impact|chang|mention|victoria|lesson|inq|#tpp|reso|crap|msm,192
29,2,20,2387,make|#coal|interest|#lnp|ind|snow|dicaprio|disc|leonardo|meet,307
30,2,20,2628,csiro|#csiro|job|adapt|red|prod|model|bird|slash|soil,241
31,2,20,2780,action|#marriageeq|stood|system|back|pai|liber|#qanda|direct|bigger,152
32,2,20,3023,tasmania|devast|fight|deni|horrif|carbon|emiss|kill|plan|planet,243
33,2,20,3175,marriag|rep|view|fear|reject|reb|address|sex|sen|brandi,152
34,2,20,3438,new|malcolm|govern|nat|creat|innov|energi|axe|staff|fall,263
35,2,20,3704,thank|affect|ignor|sander|polit|mitig|find|sign|evid|media,266
36,2,20,3891,denier|rise|lake|dri|lost|throw|bolivia|sea|ice|comment,187
37,2,20,4190,#scienc|good|read|money|thing|nation|solv|#polici|week|#innov,299
38,2,20,4460,#thori|serio|power|join|sol|act|right|face|comm|iss,270
39,2,20,4697,world|forest|heritag|#tasfir|infl|tragic|destr|ancient|#mediareleas|tragedi,237
40,2,20,4997,research|news|call|#market|#pr|threaten|respons|predict|save|weather,300
41,3,20,227,impact|link|find|fire|real|tassi|recent|happen|forest|spread,227
42,3,20,484,risk|next|leav|danger|join|fail|incl|disc|deal|expos,257
43,3,20,814,effect|one|act|govern|denier|combat|review|emiss|death|reason,330
44,3,20,1021,threat|face|earli|ripen|grape|wine|call|sol|poll|give,207
45,3,20,1178,#csiroc|fli|navig|#thori|abil|respond|caldicott|serio|brain|boogi,157
46,3,20,1473,record|time|jan|ice|hit|greatest|temperat|heat|expe|hottest,295
47,3,20,1763,#scienc|talk|affect|week|head|today|respons|#actonclim|read|larri,290
48,3,20,2058,chang|repo|make|coal|good|frozen|park|power|car|sta,295
49,3,20,2317,csiro|scientist|adapt|ralli|job|melbo|sydney|chief|cool|lobbi,259
50,3,20,2627,plan|speci|believ|damag|faster|increas|carbon|eah|pole|#speciesonthemov,310
51,3,20,2879,action|polici|tackl|stall|panership|ind|pari|iss|agreement|oil,252
52,3,20,3082,rise|sea|year|level|show|rate|health|fastest|kiribati|cost,203
53,3,20,3271,research|big|stori|specif|mistak|abraham|john|retreat|intern|#storifi,189
54,3,20,3636,new|energi|right|#ilggclim|peopl|stop|threaten|#coal|interest|#csg,365
55,3,20,3832,scienc|nation|realiti|share|bad|minist|#insid|video|kid|accept,196
56,3,20,4102,now|world|thing|econom|singl|dep|warn|sinophob|agrarian|serio,270
57,3,20,4352,save|protect|nat|ecosystem|#environ|comm|first|plant|cons|challeng,250
58,3,20,4551,lead|reef|great|coral|deform|polit|scientif|ignor|planet|air,199
59,3,20,4825,need|news|#market|#pr|answer|problem|solv|latest|bill|top,274
60,3,20,5000,#csiro|model|address|fight|#renew|defenc|renown|concern|region|white,175
61,4,20,305,denier|effect|sign|hot|weather|deal|next|join|#climateact|flood,305
62,4,20,475,hit|first|mileston|tro|merc|#csiroc|region|worst|head|environment,170
63,4,20,673,call|pai|abbott|privat|jet|accept|sydney|fli|slam|inspir,198
64,4,20,984,speech|leo|dicaprio|leonardo|talk|oscar|win|planet|accept|final,311
65,4,20,1290,address|news|back|food|tackl|combat|prod|good|coal|emiss,306
66,4,20,1615,new|repo|great|threaten|land|show|barrier|clear|reef|water,325
67,4,20,1889,time|iss|nat|sea|white|#actonclim|big|paper|arg|ice,274
68,4,20,2090,world|tho|fight|fossil|danger|sooner|fast|centr|fall|twice,201
69,4,20,2354,action|make|save|leader|sta|elect|vital|brave|visit|polici,264
70,4,20,2666,debat|liber|nsw|nation|scienc|lib|call|eah|tear|hair,312
71,4,20,2875,impact|warn|million|death|kill|affect|half|extrem|#dro|model,209
72,4,20,3129,find|#scienc|link|adapt|heatwav|read|wipe|case|ancient|ind,254
73,4,20,3342,one|believ|#thori|two|green|citi|lnp|melbo|march|comm,213
74,4,20,3594,threat|right|face|happen|entir|record|temperat|agre|confirm|febr,252
75,4,20,3856,now|year|stop|act|windsor|polit|toni|work|govt|degre,262
76,4,20,4082,peopl|govern|live|mention|deni|hear|wait|cover|tonight|fiji,226
77,4,20,4252,real|scientist|chanc|love|lake|event|peac|winner|serv|prize,170
78,4,20,4459,need|chang|energi|carbon|crop|answer|sit|solv|stand|mitig,207
79,4,20,4673,#oscar|sho|victim|sex|winner|visibl|thank|highlight|champion|congrat,214
80,4,20,4999,health|#heathealth|research|increas|heat|prof|rise|militari|cost|challeng,326
81,5,20,211,time|disc|call|polit|politician|tweet|stat|berlin|toni|windsor,211
82,5,20,395,right|address|effo|amo|believ|#essenti|accept|point|highest|essenti,184
83,5,20,546,pai|happen|danger|tho|sooner|liber|degre|fossil|beyond|convinc,151
84,5,20,857,record|#eahho|year|#changeclimatechang|protect|break|month|american|hottest|switch,311
85,5,20,1128,threat|mari|robinson|bleach|coral|reef|great|presid|former|irish,271
86,5,20,1329,world|fight|water|challeng|#renew|greenho|canada|nat|barnabi|stall,201
87,5,20,1526,scientist|temperat|spike|shocker|overdr|chief|histori|anthropogen|temp|compar,197
88,5,20,1920,#qanda|strong|denial|conseq|#climateact|promot|worst|major|statement|meaningless,394
89,5,20,2342,need|now|action|polici|next|labor|work|nation|effect|debat,422
90,5,20,2592,scienc|#thori|one|iss|made|food|comm|shoen|move|war,250
91,5,20,2854,warn|eah|energi|rate|real|big|arctic|chang|destroy|alarm,262
92,5,20,3095,peopl|govern|serio|stop|csiro|deni|light|week|write|defend,241
93,5,20,3370,make|denier|carbon|govt|read|day|back|vote|abbott|plant,275
94,5,20,3618,emiss|#greatbarrierreef|#coralbleach|#scienc|kill|infl|#gbr|claim|greg|red,248
95,5,20,3821,lose|battl|show|heat|alan|finkel|chief|#qt|agre|record,203
96,5,20,4057,risk|talk|planet|malcolm|inact|economi|lnp|#womadelaid|job|affect,236
97,5,20,4317,new|rise|marriag|contin|sea|deal|level|increas|green|dii,260
98,5,20,4486,poll|feder|activ|normal|#essenti|vote|changer|gov|#reefnotco|plan,169
99,5,20,4843,news|weather|act|repo|good|extrem|link|impact|latest|find,357
100,5,20,4999,febr|research|coal|set|mileston|smash|omin|heat|mine|#csiro,156
101,6,20,332,health|impact|financi|fact|today|wipe|threaten|environ|releas|sheet,332
102,6,20,802,year|energi|fear|polici|temperat|tackl|spike|degre|govt|food,470
103,6,20,996,risk|effect|air|death|#environ|lead|bring|plant|inact|economi,194
104,6,20,1253,one|#csiro|speaker|big|call|fail|thing|rate|link|red,257
105,6,20,1428,devast|#gbr|#coralbleach|#coal|peopl|show|affect|#lnp|past|blow,175
106,6,20,1614,warn|wors|ignor|tho|first|threat|clo|analysi|stop|white,186
107,6,20,1777,reef|danger|grave|attenboro|minist|david|barrier|bad|#qldpol|qld,163
108,6,20,2015,repo|research|csiro|plan|scienc|believ|meteorolog|citi|impo|incl,238
109,6,20,2425,record|emiss|carbon|sea|rise|ice|level|mass|increas|pari,410
110,6,20,2796,new|action|make|real|find|#csg|govt|fire|terrifi|tasmania,371
111,6,20,2994,denier|vote|gener|anthropogen|exxon|lose|disc|elect|children|absol,198
112,6,20,3219,deni|chang|#scienc|#polici|read|week|adapt|heat|retweet|weekend,225
113,6,20,3436,great|barrier|reef|kill|obama|half|wrong|bishop|made|barack,217
114,6,20,3804,now|time|talk|good|news|abbott|live|right|peter|american,368
115,6,20,3934,day|destroy|evid|solid|happen|reef|forest|denialist|planet|entir,130
116,6,20,4151,scientist|worri|coalit|sack|wine|meat|eat|avoid|pole|glacial,217
117,6,20,4309,world|invest|leader|spend|project|stori|#lnpfail|limit|heritag|bank,158
118,6,20,4440,john|hewson|recess|face|world|head|crisi|#recess|consid|#gfc,131
119,6,20,4714,#greatbarrierreef|coral|need|bleach|#thori|govern|address|back|worst|latest,274
120,6,20,4999,coal|water|job|power|save|inq|adani|labor|mine|omit,285
121,7,20,238,reef|great|barrier|heat|minist|hold|danger|phone|#gbr|right,238
122,7,20,466,year|wors|clo|risk|analysi|threat|health|exxon|comm|face,228
123,7,20,724,scienc|brandi|georg|settl|denial|food|eat|#qldpol|bet|csiro,258
124,7,20,957,scientist|believ|consens|agre|georg|alarm|overwhelm|sarah|#csiro|realiti,233
125,7,20,1266,peopl|time|stop|affect|plan|creat|job|good|largest|environ,309
126,7,20,1486,coral|bleach|govern|american|read|kid|#scienc|sydney|knew|dead,220
127,7,20,1820,make|news|energi|poll|leader|fight|state|rank|thing|canberra,334
128,7,20,2036,#greatbarrierreef|threaten|#heatdestroysreef|speci|depend|#coralbleach|damag|attenboro|nohern|devast,216
129,7,20,2271,tackl|repo|show|#thedr|elect|#coal|march|hottest|melbo|high,235
130,7,20,2518,now|denier|facebook|nasa|disc|smack|rate|log|nye|david,247
131,7,20,2818,world|need|coal|mine|govt|destroy|bank|project|wind|save,300
132,7,20,3231,new|impact|polici|research|talk|thank|increas|diet|fact|daili,413
133,7,20,3567,ind|call|real|feder|oil|join|deni|fossil|inspect|act,336
134,7,20,3771,websit|rise|sea|level|home|reveal|swamp|long|easi|set,204
135,7,20,3955,polit|big|play|nbn|recent|game|two|joyc|tragedi|ignor,184
136,7,20,4188,back|serio|record|water|price|marriag|temperat|tax|carbon|newspap,233
137,7,20,4410,nation|bill|rog|one|expe|weather|hot|mckibben|scientif|find,222
138,7,20,4645,action|effect|lead|pai|commit|nat|wildlif|labor|spent|malcolm,235
139,7,20,4757,care|give|gay|regret|impress|financi|claim|asset|econom|#divest,112
140,7,20,4998,chang|eah|melt|ice|live|sheet|pari|earli|cost|sign,241
141,8,20,275,#thedr|serio|act|#lnp|good|scare|#coal|fail|thing|ignor,275
142,8,20,555,new|respons|posit|greg|year|address|coalit|affect|next|twitter,280
143,8,20,844,make|peopl|threat|eah|iss|latest|rise|impo|work|data,289
144,8,20,1071,reef|great|save|barrier|bleach|coral|happen|kill|drive|greater,227
145,8,20,1357,scientist|#qanda|temperat|spike|shocker|overdr|fix|children|top|play,286
146,8,20,1561,#greatbarrierreef|david|attenboro|warn|decad|threaten|grave|#fightfohereef|dire|incred,204
147,8,20,1819,tackl|effect|carbon|pai|level|big|commit|key|lead|warm,258
148,8,20,2017,polici|emiss|elect|red|tax|alp|target|clear|back|releas,198
149,8,20,2241,fight|govern|world|job|creat|defenc|great|challeng|describ|organ,224
150,8,20,2408,minist|abbott|environ|danger|concern|health|inact|attack|malcolm|ticket,167
151,8,20,2667,scienc|time|believ|settl|hey|destroy|free|fact|debat|campaign,259
152,8,20,2863,research|csiro|planet|centr|deni|#environ|denier|join|anno|stori,196
153,8,20,3192,sign|pari|agreement|#parisagr|nation|leader|deal|goal|histor|reach,329
154,8,20,3405,now|today|fiona|georg|nash|brandi|lead|weather|first|knew,213
155,8,20,3642,#eahday|talk|impact|biggest|increas|combat|john|record|reason|contrib,237
156,8,20,3959,action|real|gro|find|plan|feder|proposit|pro|govt|morn,317
157,8,20,4261,labor|plan|shoen|invest|anno|deliv|sec|econom|detail|version,302
158,8,20,4475,lnp|vote|need|accept|advic|admit|fossil|decid|#scienc|toni,214
159,8,20,4870,one|stop|renew|ind|green|show|cost|water|#climateact|energi,395
160,8,20,4998,coal|alarm|mine|call|approv|bear|remain|adani|repo|selfish,128
161,9,20,272,bleach|great|reef|barrier|imposs|made|likeli|coral|link|simpl,272
162,9,20,582,peopl|scare|campaign|major|big|green|vote|warn|good|concern,310
163,9,20,891,action|govern|tackl|save|plan|pai|lead|state|kid|washington,309
164,9,20,1074,mention|congrat|scotti|beam|#storifi|total|famili|life|scomo|plight,183
165,9,20,1323,new|malcolm|believ|abbott|event|nat|air|arg|coalit|toni,249
166,9,20,1600,make|chang|live|rise|care|effect|fast|eah|sea|aicl,277
167,9,20,1897,#greatbarrierreef|polit|ref|show|iss|contin|#scienc|protect|#qldpol|debat,297
168,9,20,2138,ocean|threat|oxygen|sta|level|drop|investor|emerg|increas|pay,241
169,9,20,2447,talk|need|risk|#insid|coal|fossil|stop|citi|cost|dro,309
170,9,20,2823,polici|labor|fight|tax|denier|red|call|#renew|record|#cmis,376
171,9,20,3023,time|ineq|word|speech|zero|treas|drink|grow|sobrieti|shot,200
172,9,20,3224,mention|mate|strateg|total|aliv|#federalb|cent|person|repli,201
173,9,20,3436,now|act|scienc|stori|right|bad|today|point|deni|deal,212
174,9,20,3549,scott|elect|bother|morrison|#cleanenergi|#environ|rate|paid|spotlight|#solar,113
175,9,20,3888,one|real|renew|impact|year|thing|job|health|miss|power,339
176,9,20,4109,respons|news|asyl|back|pathet|lenor|note|taylor|#bleach|kill,221
177,9,20,4373,clean|energi|ignor|address|world|serio|first|#coal|mine|liber,264
178,9,20,4627,water|govt|face|complet|read|sec|danger|silent|deliv|meteorolog,254
179,9,20,4820,scientist|weather|warm|sign|clear|area|phase|nation|offici|dri,193
180,9,20,5000,fail|environ|repo|top|happen|feder|ngo|respond|begin|case,180
181,10,20,343,action|invest|creat|time|protect|ban|posit|gener|scale|acceler,343
182,10,20,488,minist|environ|coal|contrib|eah|prime|giant|biggest|fathom|nonsens,145
183,10,20,713,new|impact|move|transit|debat|massiv|social|read|#renew|beyond,225
184,10,20,952,link|coal|greg|arg|definit|smoke|today|common|brain|yeah,239
185,10,20,1358,talk|fire|wildfir|canada|mcm|lnp|vote|scienc|weather|canadian,406
186,10,20,1610,real|polici|govt|fight|hold|wrong|direct|polit|stori|airbr,252
187,10,20,1760,govern|control|block|train|angel|sceptic|posit|prevent|feign|skeptic,150
188,10,20,1980,mine|adani|definit|link|greg|coal|#adani|#coal|min|liber,220
189,10,20,2319,repo|recommend|carbon|price|mandatori|held|back|excl|delay|#nswpol,339
190,10,20,2668,energi|first|clean|renew|make|island|now|bill|rise|shoen,349
191,10,20,2958,mention|big|interest|word|prioriti|ignor|note|pitch|pretend|pension,290
192,10,20,3137,elect|sold|green|left|point|shoen|presser|evol|caoon|heller,179
193,10,20,3307,women|labor|fair|belief|campaign|stand|scare|afford|#climateact|give,170
194,10,20,3606,#qanda|need|malcolm|believ|serio|show|lnp|care|respons|money,299
195,10,20,3808,#notinthet|address|pacif|comm|threaten|front|line|marriag|speci|age,202
196,10,20,4141,job|#greatbarrierreef|reef|warn|iss|forget|coral|bleach|time|right,333
197,10,20,4396,tackl|great|oper|barrier|govern|embrac|pathway|#cleanenergi|safer|provid,255
198,10,20,4813,pai|plan|world|ref|lead|one|peopl|econom|thing|act,417
199,10,20,4840,elect|back|held|mandatori|boom|#qld|repo|recommend|price|#carbon,27
200,10,20,4997,emiss|sta|power|sit|tax|releas|red|region|carbon|#thedr,157
201,11,20,469,peopl|ignor|one|effect|scientist|increas|stop|serio|big|consens,469
202,11,20,717,temperat|iss|talk|spiral|amaz|watch|infograph|#actonclim|hawkin|address,248
203,11,20,949,cape|grim|aptli|mileston|pass|bill|bipaisanship|break|lop|#badlaw,232
204,11,20,1166,first|world|govern|act|agric|tax|protect|pay|price|eah,217
205,11,20,1516,real|time|carbon|#climateact|read|point|dioxid|amp|#scienc|week,350
206,11,20,1790,impact|scienc|csiro|tackl|sack|expe|risk|strong|john|#csiroc,274
207,11,20,1961,mention|good|recent|economi|thrive|health|open|statement|#peoplesfor|#iag,171
208,11,20,2206,vote|polici|winner|chang|excl|word|major|#keepyo|elect|peter,245
209,11,20,2512,action|peac|naomi|klein|prize|sydney|win|lack|criticis|give,306
210,11,20,2758,new|need|water|kid|labor|alp|swim|lesson|safeti|asyl,246
211,11,20,3098,pai|emiss|lnp|red|great|renew|energi|govt|plan|#qldpol,340
212,11,20,3255,major|poll|care|show|feder|politician|voter|note|challeng|tasmania,157
213,11,20,3436,happen|green|#lnp|sol|#coal|right|interest|planetari|concern|tro,181
214,11,20,3724,make|acceler|islamophobia|#greatbarrierreef|#environ|job|growth|fire|add|mit,288
215,11,20,3977,coal|power|fight|station|link|civil|disobedi|arg|mine|case,253
216,11,20,4285,#qanda|now|kelli|left|front|dwyer|commit|notic|debat|respons,308
217,11,20,4471,pass|back|mileston|fake|worri|fan|#give|page|move|teach,186
218,11,20,4753,island|rise|five|sea|pacif|lost|hit|solomon|research|ocean,282
219,11,20,4859,malcolm|elect|dither|open|day|close|two|irrevers|pass|#newcastleblockad,106
220,11,20,4998,answer|scott|morrison|transcript|eahq|trigger|volcano|massiv|faq|ineq,139
221,12,20,186,glacier|point|tip|leader|address|trigger|#ref|antarct|life|east,186
222,12,20,367,make|lnp|biggest|water|next|food|conflict|threat|asyl|week,181
223,12,20,700,now|time|one|read|#climateact|pass|tilt|stori|adapt|first,333
224,12,20,992,real|vote|believ|day|#renew|join|interest|renew|prof|challeng,292
225,12,20,1300,need|pai|today|#npc|lead|liber|labor|stop|danger|die,308
226,12,20,1609,talk|energi|#thedr|research|govern|show|power|polit|chang|case,309
227,12,20,1866,peopl|scientist|thing|crisi|migrat|affect|noam|chomski|act|thank,257
228,12,20,2122,threat|sec|nation|richard|health|live|bigger|terror|nobel|pose,256
229,12,20,2267,big|coal|new|project|loan|reject|bank|#coal|qld|clean,145
230,12,20,2551,action|polici|ref|give|govt|direct|call|back|bang|prize,284
231,12,20,2685,work|bad|pretti|island|small|rememb|swamp|microphon|peter|nation,134
232,12,20,3018,impact|scienc|tackl|effect|sydney|blame|malcolm|#scienc|ignor|consid,333
233,12,20,3268,year|worri|good|hottest|ago|end|tho|job|trend|percent,250
234,12,20,3538,environ|fail|green|rise|#environ|weather|sea|front|#springst|contrib,270
235,12,20,3787,sta|barnabi|joyc|minist|face|dep|prime|happen|week|realiti,249
236,12,20,4100,risk|carbon|denier|news|wave|fire|price|fossil|proof|win,313
237,12,20,4376,record|new|temperat|month|problem|kill|set|india|worst|april,276
238,12,20,4564,greg|iss|csiro|explain|denialist|heard|mention|mistook|crayon|orang,188
239,12,20,4793,elect|great|save|reef|central|tim|barrier|flanneri|#greatbarrierreef|disappear,229
240,12,20,4997,world|bank|plan|citi|peopl|air|#actonclim|rate|spend|alarm,204
241,13,20,326,impact|pai|happen|believ|stand|spot|hide|polici|peopl|gbr,326
242,13,20,364,repo|scr|deinal|card|print|#impress|#warm|#eah|#world|#global,38
243,13,20,412,#coal|gag|#qldpol|scr|repo|realiti|streisand|#renew|intervent|govmnt,48
244,13,20,1444,action|new|iss|real|renew|deni|time|energi|make|labor,1032
245,13,20,1777,censor|#greatbarrierreef|reef|great|press|barrier|offici|admit|delet|#environ,333
246,13,20,1870,govern|scr|intervent|wipe|#notinmynam|repo|led|shock|nice|vindic,93
247,13,20,2066,govt|polit|parasit|denial|ridden|ove|greed|role|coal|environ,196
248,13,20,2539,world|mention|heritag|risk|site|threat|#reefgat|act|contin|threaten,473
249,13,20,2667,govern|intervent|scr|anim|forest|victim|#keepyo|child|coward|deinal,128
250,13,20,2946,intervent|scr|repo|govern|orwel|georg|shame|#govern|#transpar|#thereef,279
251,13,20,3408,need|effect|mitig|csiro|work|vote|scientist|exxon|job|affect,462
252,13,20,3622,major|malcolm|big|leadership|campaign|exist|media|consid|agenda|piec,214
